,jobId,Industry,Departments,workType
456,38993976,Information & Communication Technology,Consultants,Full Time
457,38994117,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
458,38994813,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
459,38995013,Information & Communication Technology,Engineering - Software,Full Time
460,38996533,Marketing & Communications,Market Research & Analysis,Full Time
461,38996877,Information & Communication Technology,Other,Full Time
462,39001289,Information & Communication Technology,Developers/Programmers,Contract/Temp
463,39003239,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
464,39004454,Information & Communication Technology,Engineering - Software,Full Time
465,39009648,Information & Communication Technology,Business/Systems Analysts,Full Time
466,39009709,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
467,39009765,Information & Communication Technology,Consultants,Contract/Temp
468,39010229,Information & Communication Technology,Consultants,Full Time
469,39012210,Banking & Financial Services,Stockbroking & Trading,Full Time
470,39012654,Information & Communication Technology,Consultants,Full Time
471,39019961,Information & Communication Technology,Developers/Programmers,Contract/Temp
472,39022830,Banking & Financial Services,Analysis & Reporting,Full Time
473,39023094,Information & Communication Technology,Consultants,Full Time
474,39024726,Consulting & Strategy,Analysts,Full Time
475,39026098,Science & Technology,Other,Full Time
476,39029403,Information & Communication Technology,Database Development & Administration,Contract/Temp
477,39030781,Information & Communication Technology,Developers/Programmers,Full Time
478,39030873,Human Resources & Recruitment,Recruitment - Agency,Full Time
479,39033721,Information & Communication Technology,Other,Full Time
480,39033790,Information & Communication Technology,Other,Full Time
481,39036850,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
482,39046542,Information & Communication Technology,Consultants,Contract/Temp
483,39046572,Information & Communication Technology,Database Development & Administration,Contract/Temp
484,39051862,Information & Communication Technology,Other,Full Time
485,39054569,Information & Communication Technology,Developers/Programmers,Full Time
486,39055489,Banking & Financial Services,Analysis & Reporting,Full Time
487,39057225,Information & Communication Technology,Database Development & Administration,Contract/Temp
488,39057470,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
489,39061543,Information & Communication Technology,Consultants,Full Time
490,39061551,Information & Communication Technology,Database Development & Administration,Full Time
491,39069504,Information & Communication Technology,Consultants,Full Time
492,39071671,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
493,39071858,Information & Communication Technology,Other,Full Time
494,39074357,Information & Communication Technology,Developers/Programmers,Full Time
495,39075857,Information & Communication Technology,Consultants,Full Time
496,39083043,Information & Communication Technology,Database Development & Administration,Contract/Temp
497,39084774,Information & Communication Technology,Engineering - Software,Full Time
498,39086749,Healthcare & Medical,Clinical/Medical Research,Contract/Temp
499,39088044,Information & Communication Technology,Engineering - Software,Full Time
500,39088240,Legal,Other,Full Time
501,39092609,Consulting & Strategy,Corporate Development,Full Time
502,39096402,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
503,39099697,Information & Communication Technology,Database Development & Administration,Contract/Temp
504,39102215,Information & Communication Technology,Developers/Programmers,Full Time
505,39102266,Banking & Financial Services,Compliance & Risk,Full Time
506,39103908,Information & Communication Technology,Other,Full Time
507,39104457,Information & Communication Technology,Other,Full Time
508,39111458,Information & Communication Technology,Database Development & Administration,Contract/Temp
509,39111682,Banking & Financial Services,Analysis & Reporting,Full Time
510,39112990,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
511,39116037,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
512,39116166,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
513,39116453,Information & Communication Technology,Other,Full Time
514,39118700,Information & Communication Technology,Architects,Contract/Temp
515,39125717,Information & Communication Technology,Engineering - Software,Full Time
516,39126288,Information & Communication Technology,Consultants,Full Time
517,39126609,Marketing & Communications,Market Research & Analysis,Full Time
518,39134074,Information & Communication Technology,Developers/Programmers,Full Time
519,39140141,Government & Defence,Government - Federal,Contract/Temp
520,39140204,Government & Defence,Government - Federal,Contract/Temp
521,39140229,Information & Communication Technology,Other,Contract/Temp
522,39140305,Information & Communication Technology,Other,Contract/Temp
523,39140322,Information & Communication Technology,Other,Contract/Temp
524,39140585,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
525,39140937,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
526,39141068,Information & Communication Technology,Database Development & Administration,Contract/Temp
527,39141434,Government & Defence,Government - Federal,Full Time
528,39141490,Information & Communication Technology,Other,Full Time
529,39142029,Information & Communication Technology,Architects,Contract/Temp
530,39142169,Information & Communication Technology,Engineering - Software,Contract/Temp
531,39142189,Information & Communication Technology,Other,Contract/Temp
532,39142224,Information & Communication Technology,Developers/Programmers,Casual/Vacation
533,39142341,Information & Communication Technology,Other,Contract/Temp
534,39142342,Information & Communication Technology,Other,Contract/Temp
535,39142599,Information & Communication Technology,Engineering - Software,Full Time
536,39143877,Banking & Financial Services,Other,Full Time
537,39144208,Information & Communication Technology,Database Development & Administration,Contract/Temp
538,39144294,Information & Communication Technology,Database Development & Administration,Contract/Temp
539,39144344,Information & Communication Technology,Database Development & Administration,Contract/Temp
540,39144701,Information & Communication Technology,Other,Contract/Temp
541,39144969,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
542,39145155,Information & Communication Technology,Other,Contract/Temp
543,39145309,Information & Communication Technology,Engineering - Software,Full Time
544,39145310,Information & Communication Technology,Database Development & Administration,Full Time
545,39145517,Information & Communication Technology,Other,Contract/Temp
546,39145623,Information & Communication Technology,Database Development & Administration,Contract/Temp
547,39145625,Information & Communication Technology,Database Development & Administration,Contract/Temp
548,39145632,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
549,39145656,Information & Communication Technology,Other,Contract/Temp
550,39147769,Information & Communication Technology,Developers/Programmers,Contract/Temp
551,39147918,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
